"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
80,50,77,96,21,100,58,55,77,9,18.02,13,24,46,100,82,"8"
23,67,43,100,73,85,68,49,41,17,13.92,5.71,49,4,100,6,"2"
53,100,52,83,18,52,11.93,19,45,6.73,100,17,52,37,28,13,"6"
37,90,5,60,12,15,60,4.5,98,32,100,76,55,100,7.44,90,"0"
17.65,56,29,70,66,87,100,100,88,75,73,50,58,25,48,24.32,"1"
40,79,45,55,69,19,15,10.01,13,36,67,68,100,100,22.91,99,"8"
16,100,11.44,63,40,37,100,37,87,83,73,95,71,47,68,44.06,"4"
15,100,20,55,76,48,69,8.87,20,10,12.74,61,38,95,100,99,"5"
22.37,100,48,91,93,84,77,41,54,6.44,26,7,49,27,100,25,"7"
30.9,40,30,55,56,77,82,100,100,91,89,60,76,30,74,17.43,"1"
13,99,3.54,59,10,17,62,4.53,100,30,87,72,41,100,6.47,75,"0"
10.78,48,30,66,72,87,100,100,73,75,47,50,22,25,13.7,23.38,"1"
100,100,90,96,45,71,14,43,16,12,78,13.17,72,16,17.74,18,"6"
100,100,60,91,31,69,12,44,4,17,34,18.93,46,20,17.25,21,"6"
13.01,90,62,100,100,82,78,48,63,13,52,14.66,24,31,85,44,"7"
28,85,11,63,82,37,88,4.74,9,1,8.44,46,16,88,100,100,"5"
26.83,39,35,59,65,81,100,100,95,75,87,50,78,25,77,20.05,"1"
14.78,91,27,100,69,83,60,42,54,18.95,100,22,76,44,23,49,"7"
100,100,44,89,11,61,11.28,30,23,2.98,84,1,88,28,28,29,"6"
12,97,56,100,97,87,100,63,95,39,82,10,41,7.37,22.27,12,"3"
19,100,9.54,78,23,50,100,55,84,79,64,68,60,34,57,36.9,"4"
63,80,88,100,97,67,72,33,32,6,18.54,7,51,21,100,7.73666666666667,"2"
40,96,83,100,81,72,73,61,100,35,79,6,35,10.27,26.6,19,"3"
88,85,100,100,60,75,26,48,18.73,19,34,19.05,80,18,30,30,"6"
100,100,66,92,26,63,4.94,27,27,8.22,76,16,56,50,5,46,"6"
8,83,12.58,96,50,99,100,100,85,79,67,53,52,26,45,34.23,"7"
21.91,78,44,100,68,85,66,46,80,8,100,7.17,38,2,1,7,"1"
86,100,38,93,7,62,1,28,41,4.73,100,12,54,28,8.56,7,"6"
45,43.97,32,13,77,36,100,65,92,94,32,100,7,75,66,63,"9"
100,100,33,91,44,60,84,29,46,10.58,26.94,14,39,46,87,75,"8"
18,85,41,46,37,1,3,10.23,5.08,47,7,91,53,97,100,100,"5"
16,78,44,100,95,95,75,66,51,43,100,31,59,9,9.01,14.13,"3"
100,100,55,87,23,65,6.3,39,13.06,10,44,10.58,85,14,59,28,"6"
50,100,5,73,7.72,22,49,7.2,100,33,98,82,41,99,8,57,"0"
33,96,6,60,8.07,18,39,6.67,79,20,100,59,93,100,50,99,"0"
91,90,31,100,18.58,65,57,32,84,9.4,15,14,44,57,100,83,"8"
91,70,83,100,15,98,40,70,100,72,100,37,70,7,14.53,7.23,"9"
59,86,87,100,100,75,68,52,76,36,97,13,51,3.37,23.9,5,"3"
15.27,95,36,100,77,83,76,40,54,16.16,26,24,54,34,100,39,"7"
14.54,85,43,100,92,79,100,45,82,13,56,16.9,34,31,98,39,"7"
49,90,32,57,61,23,5,11.25,6.72,35,9,79,34,100,100,99,"5"
42,100,19,74,4.11,47,7,20,62,17,100,39,84,28,82,34.52,"4"
21.26,43,13,66,45,88,77,100,68,74,68,48,70,22,100,20.96,"1"
11.89,86,45,100,95,93,75,69,95,39,100,7,50,7.63,1,12,"3"
29.47,37,31,56,60,79,90,100,100,89,89,59,78,30,67,17.15,"1"
33,66,50,100,58,57,36,18,15.45,7.83,21,17,61,13,100,4,"2"
61,100,16.98,70,54,38,100,5,13,9.24,34,36,87,71,36,84,"8"
68,100,28,85,4,63,6.7,38,51,34,100,42,88,25,91,31.89,"4"
12.96,85,41,100,62,73,57,36,49,13.86,27,20,53,32,100,35,"7"
41,91,75,100,72,71,69,56,100,41,74,15,28,7.68,24.05,12,"3"
61,56,45,100,28.66,69,58,38,100,8.9,38,3,46,54,79,99,"8"
70,100,43,82,16,49,6.61,16,41,5.27,100,21,47,31,12,4,"6"
34,100,18,68,10.13,35,35,29,100,29,81,60,65,32,75,36.51,"4"
100,100,54,83,23,56,5,24,32,5.05,77,11,46,34,4.82,28,"6"
11.86,98,42,100,65,64,47,23,21,13.16,3,40,51,46,100,49,"7"
41,73,60,100,72,73,61,40,37,10,13.88,3.1,49,1,100,2,"2"
100,97,54,100,40,72,87,88,94,80,61,40,26,9.5,29.15,9,"9"
84,100,51,69,10,33,21.2,14,83,11,100,47,76,42,71,41.99,"4"
20.78,44,26,62,62,81,100,100,97,78,79,52,64,26,53,20.92,"1"
74,100,50,65,13.19,37,3,36,74,39,100,61,70,39,51,34.89,"4"
22.06,75,14,31,47,3.23,89,10,100,54,76,93,35,100,13,62,"0"
93,100,48,89,12,59,4.13,25,43,7.09,100,18,61,43,7.39,29,"6"
26,100,11,78,7.35,51,16,28,59,36,100,51,85,26,69,32.54,"4"
65,100,93,92,71,68,80,47,100,24,70,6,34,5.11,34.09,7,"3"
78,100,51,83,25,52,11,20,52,8.96,100,22,64,46,14.92,37,"6"
11,93,65,100,98,81,58,56,62,40,100,16,53,5.41,10.78,10,"3"
100,99,45,100,22,65,69,74,88,88,86,44,58,6,21.44,6.77,"9"
46.75,100,54,93,57,77,57,61,61,46,61,30,68,14,100,16.91,"1"
15.51,98,72,100,97,82,55,43,31,4.64,24,2,16,39,100,41,"7"
7,59,4.87,25,35,3.75,76,8.11,100,35,80,76,44,100,5,88,"0"
10.27,94,56,100,100,83,88,52,64,23,43,20.08,19,29,63,43,"7"
100,100,46,90,57,55,91,23,46,13.64,26.22,17,35,50,85,75,"8"
88,100,49,85,12,52,7.05,13,55,5,100,26,42,35,12,5,"6"
24,92,68,100,100,83,57,68,80,41,89,14,41,9,17.56,16.4,"3"
39,85,86,49,100,11,6,8.57,31,35,96,67,90,100,11.27,85,"8"
77,90,8,100,1,64,55,31,60,15.95,12,27,29,65,100,89,"8"
17,88,56,100,100,99,92,75,61,55,70,29,42,9,18.3,14.39,"3"
75,67,92,100,40,95,68,70,100,70,94,29,56,3.61,20.86,4.53,"9"
100,100,51,87,18,60,4.32,29,20,2.77,71,2,58,28,8,17,"6"
95,100,33,81,8.51,42,2,7.99,68,5,100,45,97,86,36,73,"0"
33,76,68,100,71,64,42,29,4,5.37,4.73,15,49,15,100,7,"2"
12,62,4.48,58,7,11,59,5.58,100,29,92,76,47,100,8,69,"0"
26,80,23,56,60,24,28,11.69,13.51,24,13,68,47,97,100,100,"5"
26,89,8.47,50,8,3.93,69,13,100,58,73,100,20,74,13,25,"0"
17.48,99,57,100,97,80,77,40,48,3,28,3.77,42,28,100,27,"7"
32,100,7,55,32,98,37,58,54,10,22.83,10.18,36,2,100,8,"1"
25,75,85,100,49,72,18,40,20.87,7,51,9.44,100,28,49,29,"6"
61,85,47,100,8,70,8.56,34,41,7,100,11,55,24,9,9.32,"6"
23.63,32,24,56,62,77,100,100,100,91,77,62,62,32,54,20.72,"1"
7,94,57,100,56,62,41,25,30,13.23,7.11,33,41,39,100,38,"7"
62,90,100,100,90,95,54,84,46,55,64,24,35,3.39,34.27,4,"5"
100,100,47,91,11,59,9.27,22,49,4,97,25,38,29,17,9.08,"6"
9,74,45,100,61,74,35,41,3,12,5.04,22,50,14,100,13.21,"2"
12,93,48,62,95,96,21,100,46,70,100,64,77,7,18.32,10.16,"9"
50,100,17,76,3.8,49,4.97,22,37,3.27666666666667,100,6,93,29,31,20,"6"
16,90,3.49,57,13,12,62,3.69,100,30,90,76,45,100,3,77,"0"
13,65,26,100,53,72,38,29,7.51,4.47,1,4,50,6,100,1,"2"
81,91,57,100,66,81,100,94,99,67,88,40,50,18,30.19,17.6,"9"
2,95,64,100,100,78,87,50,51,25,20.22,6,20,4.34,89,3,"2"
19,100,69,92,68,53,53,15,67,15.31,100,27,54,47,28.54,56,"7"
18,100,13.49,80,11,56,53,45,99,57,100,47,85,24,78,28.52,"4"
47,65,63,100,77,72,49,31,11,1,7.54,3,50,1,100,3,"2"
22,67,30,100,65,72,54,31,12,5,9.38,12,54,14.765,100,13,"2"
23,100,3,69,8.78,38,58,26,100,45,97,60,76,30,60,32.46,"4"
45,100,23,55,27,4,73,8.09,100,45,85,93,30,95,16.92,53,"0"
89,100,43,90,64,73,67,77,82,44,100,12,54,4.29,22.17,4,"9"
15,71,38,100,73,89,59,56,30,28,8.56,14.68,49,5,100,17,"2"
100,98,67,100,48,84,38,68,27,51,19,33,9,16,48.81,21.2,"1"
100,100,57,84,24,58,4.22,29,12,2.54,69,5,64,32,4,35,"6"
26.33,79,26,54,70,25,26,11.47,10,33,10.16,70,30,100,100,95,"5"
71,100,47,87,21,60,17.06,33,24,12,97,26,100,26,76,34.1,"4"
29,94,54,100,54,64,31,32,14.86,10,26,7,62,3,100,4.42,"2"
12.42,88,49,100,85,75,71,36,48,15.18,13,28,44,42,100,46,"7"
38.83,33,26,45,51,63,75,82,100,100,89,66,74,34,71,13.22,"1"
68,92,22,71,10.86,27,36,5.69,84,22,100,66,67,100,17,83,"0"
20,62,15,17,58,6.25,99,20,100,65,69,100,23,98,12.94,60,"0"
36.34,41,30,60,43,85,67,100,74,75,76,49,78,24,100,20.46,"1"
8.46,85,33,100,82,80,51,56,67,45,100,17,53,11.08,11,20,"3"
70,98,14.94,99,36,48,93,6.59,4,7.07,16,46,100,79,48,100,"8"
10,85,53,100,87,78,41,55,64,47,100,21,56,3.71,5.51,9,"3"
50,77,73,100,81,61,51,26,6,7.66,5.59,24,51,29,100,6,"2"
100,80,67,100,42,73,80,70,89,64,79,25,45,1,21.66,7.33,"9"
3,100,6,83,8.88,51,34,29,100,29,74,50,54,32,47,39.77,"4"
9.415,92,53,100,78,70,61,34,39,14.76,6,29,43,39,100,30,"7"
62,56,100,83,52,100,32.6,77,66,78,93,57,65,28,33,25.58,"9"
12.48,83,28,100,78,92,85,64,91,46,100,17,57,3.69,5,3,"3"
31.425,60,40,79,100,100,90,86,60,64,30,42,10,21,30,22.61,"1"
76,100,60,100,20,63,5.59,19,46,7.06,100,17,60,37,8,32,"6"
65,100,44,76,15,53,13.64,28,64,19,100,42,82,25,65,30.8,"4"
100,100,46,90,13,60,11.38,28,30,7.43,83,16,85,49,30,43,"6"
31,87,73,100,100,80,73,53,37,30,27.79,7,45,1,97,4.44,"2"
42,100,14.12,79,24,56,91,58,100,83,75,61,60,31,49,37.28,"4"
69,76,77,100,100,83,74,58,93,35,86,7,43,3.55,28.01,6,"3"
14.36,36,23,56,69,78,100,100,73,75,46,50,26,25,29,24.23,"1"
14.78,82,41,100,75,72,68,22,42,14.62,11,37,54,47,100,46,"7"
48,94,22.82,73,49,67,79,33,26,16.5,19,40,21,83,100,100,"5"
75,77,65,100,18.3,83,30,62,99,78,100,47,74,17,10,15.23,"9"
15.67,45,26,66,62,84,100,100,80,75,57,50,36,25,18,22.45,"1"
34,100,24,84,8.6,51,28,36,93,35,100,66,91,32,84,32.66,"4"
41,100,11,70,4.47,26,33,7.875,76,17,100,55,88,97,43,91,"0"
22,62,16,24,47,3.05,89,14,100,52,76,86,34,100,13.35,78,"0"
30,82,64,100,100,84,68,62,62,47,85,23,50,3,22.51,6.86,"3"
23,75,20,52,49,17,17,8.47,5.56,43,9,78,53,92,100,100,"5"
15,100,4.73,56,13,12,51,4.76,88,22,100,67,73,100,34,98,"0"
7,68,22,100,54,84,42,48,15,16,5.33,9,50,9,100,10.9,"2"
59,100,24,75,5.1,46,4.03,16,49,6.13666666666667,100,13,60,32,3,25,"6"
4,62,61,32,53,7.11,14.02,11,53,42,100,74,80,100,12,74,"8"
6,36,60,64,74,100,19,83,62,51,100,18,40,17.2766666666667,15.09,28,"8"
14.69,87,31,100,59,74,57,33,44,15.75,27,37,57,47,100,49,"7"
78,100,32,74,18.92,43,74,36,100,56,88,64,60,32,38,34.72,"4"
14,100,9,91,7.66,49,57,40,100,41,88,86,65,45,53,45.69,"4"
100,81,66,100,29,82,5,52,31,45,68,28,46,5.83,18.36,2,"5"
42,87,3,64,9.02,16,55,5.83,100,34,88,80,29,100,4,65,"0"
19.32,70,19,100,65,79,59,40,12,17,3,15,59,6,100,8.93,"2"
21,98,11.77,100,54,100,100,100,60,81,32,57,21,29,19,34.82,"7"
30,100,17,87,6.28,52,38,28,99,34,100,71,85,36,78,35.53,"4"
54,100,96,93,81,72,77,54,100,30,83,7,41,3.81,31.39,8,"3"
39,84,20.44,86,40,42,76,6.61,20,9,57,54,100,96,44,100,"8"
6,87,50,100,62,81,22,57,70,46,100,20,59,3.84,12.86,4,"3"
26,68,4.03,32,32,5.56,77,1,100,41,79,87,36,100,6,65,"0"
25.6,62,53,80,100,100,83,91,63,68,47,46,33,22,33,22.19,"1"
90,100,25.4,86,42,44,53,9.42,17,15,73,56,100,99,8,99,"8"
14,81,14.68,56,48,60,100,30,50,26.02,18,52,18,97,97,100,"5"
100,100,61,82,29,57,8,29,22,3.1,66,3,45,20,13.33,15,"6"
34,80,61,100,56,60,28,28,14.96,7.07,33,5,67,7,100,7,"2"
24,84,47,100,44,67,26,39,14.19,16,28,4,64,2.74,100,2.9,"2"
9.09,92,55,100,68,67,55,32,42,14.9,2,28,35,44,100,50,"7"
60,100,19,81,11.42,44,14,7,62,5.03,97,27,100,66,62,86,"0"
20,86,36.1,73,82,85,35,100,19,45,30,40.4,100,33,24,54,"8"
43,100,25,88,10.15,58,23,34,93,53,100,53,75,24,68,30.29,"4"
9,92,93,100,100,76,67,38,36,4.57,14.97,6,14.82,32,88,37,"7"
37,100,8,68,7.22,32,48,25,100,30,96,64,95,36,82,37.13,"4"
10.03,98,54,100,79,67,56,31,20,14.97,6,33,40,49,100,44,"7"
73,91,21,85,50,37,46,11.27,14.7,24,54,63,100,100,30,78,"8"
27,100,30,67,95,44,66,10.3,11,12,10.1,62,22,97,100,99,"5"
26,66,13,37,32,5.9,80,5,100,42,82,81,38,100,15.07,76,"0"
60,78,100,100,38,100,29.67,76,70,79,96,56,75,27,44,21.78,"9"
75,100,4,88,31.45,61,74,70,100,88,82,58,56,28,51,20.17,"9"
13.03,93,50,100,90,82,73,41,56,15.04,29,20,47,34,100,32,"7"
37,83,77,100,14,95,2,68,52,46,100,23,58,4.25,14.71,7,"5"
92,90,56,100,33,66,78,66,100,69,100,31,65,3.77,14.72,2,"9"
14,100,83,100,100,84,67,48,47,9,27,9.4,10.7,33,75,32,"7"
22.37,94,61,100,96,73,79,36,68,23.59,100,32,88,54,17,52,"7"
54,87,72,100,100,100,69,100,42,84,44,45,28,10,35.17,17.27,"5"
14.4,76,45,100,88,76,71,37,45,3.62,35,3,29,33,100,36,"7"
66,59,100,85,54,100,19.71,84,24,61,88,54,93,30,80,24.84,"9"
13.87,92,35,100,82,80,75,40,67,6.15,41,8,42,33,100,34,"7"
96,100,70,100,35,80,57,60,100,46,90,13,46,2.72,23.56,8,"5"
88,79,80,100,15,88,59,85,100,75,76,46,38,19,17.13,15.12,"9"
13.73,91,41,100,100,94,74,62,45,31,15,20.41,4,16,47,32,"7"
32,81,62,100,65,76,39,52,10,28,7.41,2,50,2.11,100,3,"2"
23.67,64,56,81,100,100,96,85,80,64,68,42,44,21,36,21.02,"1"
21.73,67,9,99,44,100,55,72,28,47,32,17,65,4,100,3.93,"2"
56.63,100,31,67,98,38,86,6.4,15,8,65,45,100,84,26,86,"8"
53,100,15,69,4.37,29,30,8.025,78,22,100,60,68,90,11,83,"0"
25,72,34,100,73,91,60,50,30,16,12.02,9,50,9,100,9.65,"2"
35,95,51,60,72,15,22,10.56,13.79,36,53,66,100,99,33,100,"8"
81,100,22,84,9.99,41,18,8.44,82,18,100,60,61,96,13,69,"0"
68,100,15.8,90,62,47,100,6.34,15,5,53,55,97,100,18,84,"8"
21,79,14,100,61,75,51,35,15.09,12,16,10,79,18.7,100,30,"2"
100,100,53,77,20,40,13,12.05,65,15,94,51,56,78,26.14,78,"0"
24,100,9,84,5.51,60,41,43,100,53,76,47,72,23,80,32.62,"4"
29,88,64,100,55,73,29,50,8.53,26,7.03,2,50,2.36,100,3,"2"
100,100,57,94,29,76,48,63,83,49,71,19,36,3.29,24.1,4,"5"
24,100,7,72,6.39,42,6,13,60,9,100,29,43,23,9,10.22,"6"
14,81,23,100,81,97,61,66,60,50,100,33,60,7,7.59,10.76,"3"
10,77,54,100,100,78,75,37,36,2,18.04,5.89,21,26,89,30,"7"
17.47,43,33,62,70,80,100,100,80,78,66,52,58,26,58,24.53,"1"
31,96,18,51,27,100,26,67,40,17,26.54,9.73,44,6,100,7,"1"
17,77,38,100,54,73,32,39,8.35,11,6,10,53,4.62,100,3,"2"
76,100,29,95,51,70,100,85,100,59,96,15,50,12.47,31.36,15,"9"
60,73,59,100,19,73,53,36,51,12.71,14.01,20,50,52,100,80,"8"
32,65,44,100,89,80,81,39,46,5,18.61,1,48,24,100,11.41,"2"
59,100,25,75,4.9,42,6,6,61,5.25,100,25,54,33,25,6,"6"
16.72,79,42,100,57,68,50,31,53,15.58,24,32,44,50,100,53,"7"
8,100,12.55,83,15,51,99,53,100,80,90,68,85,34,81,33.37,"4"
100,100,70,86,32,63,5,37,7.41,10,51,11.07,62,15,3,17,"6"
84,100,58,83,35,55,24,26,48,8.56,100,15,65,35,22.65,24,"6"
76,73,80,100,53,84,100,87,92,55,77,22,43,13.19,36.18,16,"9"
32,89,19,53,73,37,53,10.09,9.41,17,7,65,39,100,100,98,"5"
25,100,11,86,12.7,60,51,57,100,71,92,51,72,26,57,32.06,"4"
30,83,62,100,51,69,29,40,6.51,14,1,12.56,50,8,100,10,"2"
11,100,66,96,80,65,68,31,60,19.93,100,25,56,42,25.82,50,"7"
9,88,10,49,62,40,30,9.93,5.93,22,5.42,73,40,97,100,100,"5"
68,89,17,100,28,63,72,28,36,15.85,11.11,32,47,64,100,95,"8"
36.47,75,15,53,77,22,33,11.12,20,34,72,67,100,100,5,89,"8"
33,62,50,100,65,60,39,18,14.74,7.49,17,23,59,13,100,8,"2"
30,63,45,100,48,99,46,59,38,19,17.57,3.26,47,1,100,3,"1"
38,88,80,100,100,82,75,58,99,35,76,10,33,9.76,28.67,19,"3"
5,85,12,53,30,12,3,12.31,4.18,45,8,85,53,95,100,100,"5"
65,99,27,100,45,68,74,96,91,75,100,26,59,3.87,17.36,5,"9"
100,100,56,93,40,65,85,78,94,70,86,32,51,5,26.77,5.8,"9"
100,98,24,100,6,68,78,41,70,7.61,20.37,9,32,53,83,93,"8"
41,100,36,64,15.39,30,45,34,96,46,87,77,89,38,100,35.61,"4"
24,49,98,70,100,100,49,74,84,35,69,16.95,44.09,18,69,45,"8"
11.11,77,29,100,78,87,55,59,67,50,100,23,66,2.9,12,7,"3"
15.1,91,40,100,65,69,62,29,48,14.14,16,31,51,40,100,48,"7"
15.29,87,3,97,52,100,100,96,100,70,71,47,40,24,15,30.14,"7"
9,41,73,80,41.64,100,28,56,92,16,35,19.36,22,42,100,74,"8"
99,81,52,58,37.14,50,30,82,80,100,100,70,73,34,45,17.57,"9"
13.72,82,37,100,65,73,54,36,42,14.6,16,32,48,42,100,44,"7"
100,100,48,82,17,55,7,24,42,5.75,96,12,60,33,10.11,28,"6"
59,100,12,74,3.84,32,31,7.335,84,21,100,60,69,96,16,86,"0"
19.3,41,40,58,74,80,100,100,88,75,75,50,65,25,65,23.86,"1"
78,71,36,71,20,95,75,100,100,74,78,46,40,21,20.12,17.12,"9"
35,96,12,50,51,38,52,4.15,9.74,2,10,53,37,95,100,100,"5"
96,100,52,84,18,49,16.82,13,46,11.44,95,28,100,66,52,95,"0"
40,100,21,86,4.81,49,2,10,53,6.31,100,19,61,33,14,16,"6"
17,69,9.67,27,42,4.69,92,13,100,58,63,95,11,100,9.47,62,"0"
18,95,6,63,16,11,65,5.53,100,40,84,90,31,100,12.28,57,"0"
27,84,56,100,100,90,80,65,86,36,90,5,46,3.43,27.1,4,"3"
67,100,44,80,18,50,13.33,35,65,34,100,48,91,32,89,31.02,"4"
12,83,50,100,85,67,63,23,16,7.64,10.78,18,52,18,100,1,"2"
93,95,40,98,9,62,14.9,21,47,12.8,100,22,99,63,69,100,"0"
42,81,69,100,93,85,66,60,73,41,100,20,58,3.89,17.38,4,"3"
30.38,88,39,100,79,89,76,62,55,36,27,15,54,3,100,3.55,"2"
42,88,49,100,60,58,37,20,29.1,28,46,15,89,24.88,100,40,"2"
43,82,21,51,35,15,11.73,9.7,8,32,30,66,64,85,100,100,"5"
11,17,54,54,99,92,42,100,31,64,100,35,75,21.31,14.91,13,"8"
35,91,46,100,20,65,4,29,38,6.83,100,20,38,37,15.96,8,"6"
33,85,25,50,37,14,7.43,9,6,39,12,75,56,87,100,100,"5"
36,90,77,100,100,88,66,68,47,49,73,27,42,6,20.64,7.53,"3"
29,80,33,100,71,89,55,43,20,8,12.9,5,50,4,100,4.87,"2"
100,100,72,89,30,59,10.63,25,31,7.01,92,12,79,32,19,18,"6"
50,100,36,64,13.73,32,30,26,100,31,87,66,68,35,55,37.42,"4"
54,88,100,100,83,96,44,74,59,58,75,29,44,3.55,25.95,3,"5"
11.66,93,59,100,100,80,76,46,58,12,42,11.86,9,32,69,42,"7"
100,100,47,92,12,61,13.88,25,36,6.29,85,20,49,38,28,11,"6"
20,69,35,100,100,95,61,53,19,11,67,9.81,35,38,23.23,80,"8"
31.23,43,62,61,83,86,88,100,92,75,94,50,98,25,100,20.12,"1"
23.29,80,23,100,57,99,66,70,52,41,38,12,65,2.06,100,3.86,"2"
52,68,94,100,84,99,70,58,58,17,23.25,5.38,22,1,100,5,"1"
58,88,96,100,100,82,81,57,88,30,85,7,42,3.1,31.96,5,"3"
100,74,51,62,34.33,73,25,100,76,96,78,63,68,31,59,23.92,"9"
9,100,1,82,11.76,48,66,46,100,77,81,58,59,23,48,29.88,"4"
44,80,21,68,74,38,62,4.14,17.56,5,15,51,33,90,100,100,"5"
18.93,57,17,77,73,97,100,100,73,75,57,50,43,25,43,24.82,"1"
9,93,41,100,59,59,41,16,11,12.91,7.31,37,50,34,100,25,"7"
31,100,17,75,4.69,44,2,15,60,20,100,43,80,31,80,34.86,"4"
20,85,89,100,100,68,62,34,22,8.78,11.21,12,20,32,100,40,"7"
46,92,11,51,20,10.7,84,16,100,66,51,100,11.63,64,8,15,"0"
100,100,70,96,42,72,16,46,8.11,19,27,17.87,54,19,7,27,"6"
42,95,2,63,40,42,18,13.88,4.82,23,5,71,40,97,100,100,"5"
19.4,62,42,79,79,100,100,98,85,73,69,48,52,23,27,21.07,"1"
23.25,66,57,80,100,100,97,89,87,64,89,40,84,15,34,19.55,"1"
100,100,76,96,42,68,22,37,30,5,87,8.17,67,25,21.16,18,"6"
39,86,6,89,39,47,53,4.58,9.67,6,10,59,42,96,100,100,"5"
26.97,100,7,77,10,45,66,34,100,57,96,63,79,31,75,31.42,"4"
24,70,38,100,79,88,67,50,34,20,11.25,11,50,6,100,9.09,"2"
27,94,55,57,61,18,15,11.18,5.24,28,5,70,46,93,100,100,"5"
19,76,67,68,86,100,7,83,61,61,100,57,81,16,24.96,16.8,"9"
5,80,37,100,58,73,34,37,6.02666666666667,8,5,7.5,52,2,100,7,"2"
19.3,86,48,100,92,75,84,22,46,16.2,2,29,49,49,100,62,"7"
18.47,100,3,84,1,63,7,43,52,38,55,35,62,14,100,33.55,"4"
32,95,89,100,100,80,64,41,47,1,31,5.12,22.01,36,91,37,"7"
32,87,20,56,58,30,18,11.07,5.6,31,3,79,46,100,100,97,"5"
2,63,16.37,92,39,96,83,100,100,87,81,59,68,30,60,33.98,"7"
33,100,21,70,7.05,37,29,27,83,35,100,62,88,35,80,36.7,"4"
57,89,100,98,70,100,33,78,37,47,77,34,45,7,31.72,12.76,"5"
100,100,61,93,29,71,3,43,11.22,8,38,12,66,18,29,29,"6"
19,55,62,76,100,100,100,98,75,73,62,49,38,24,38.21,22.9,"1"
44,93,4,83,43,42,40,11.03,10.56,16,48,52,100,86,49,100,"8"
14.78,84,42,100,59,74,42,45,10,19,1,16,55,16,100,13.41,"2"
77,100,37,88,61,68,100,85,84,69,72,41,39,18,33.16,18.68,"9"
45,100,19.67,93,33,74,53,80,70,45,100,15,63,5.51,10,2,"9"
56,100,6,76,18.78,55,78,62,100,84,68,57,44,29,32,35.3,"4"
49.67,100,57,94,100,78,100,63,100,47,86,31,71,15,100,17.33,"1"
31.25,56,31,74,60,94,80,100,86,75,90,49,95,25,100,19.15,"1"
46,100,28,98,7,64,13,29,55,6,100,15,46,17,20.36,6.92,"6"
18.47,100,48,97,100,84,86,43,76,2,98,8.68,95,30,40,43,"7"
7,79,36,100,54,78,30,49,10.05,24,9,6,55,3,100,4.22,"2"
100,100,60,92,20,63,4.44,30,24,6.61,83,11,69,41,5,49,"6"
100,95,55,100,13,88,4,62,46,47,70,20,39,5.05,14.6,10,"5"
41,94,22,69,90,42,100,3,20,6.62,26.47,37,47,73,40,100,"8"
10.62,91,51,100,79,81,64,50,58,17,55,17.73,41,27,100,34,"7"
100,100,66,98,29,67,4,31,19,7.86,68,12,49,35,7.09,21,"6"
81,67,72,100,17.62,83,31,50,100,66,94,51,83,11,4,12.62,"9"
90,100,52,75,26,48,11,19,49,7.04,100,18,38,24,17.54,2,"6"
20,73,5.68,43,22,3.48,73,12,100,54,94,100,43,96,11,58,"0"
12,100,17.6,70,64,68,100,87,82,90,67,60,54,30,50,35.63,"4"
40,100,15,68,85,73,24,89,77,59,100,32,52,19.32,21.54,29,"9"
73,83,27,87,22,41,33.68,15.4,8,36,55,68,100,100,42,85,"8"
100,77,49,66,36.69,69,30,97,80,100,90,65,64,31,38,20.82,"9"
15.44,94,45,100,75,76,61,38,52,12.77,93,14,100,38,37,41,"7"
14.79,41,23,65,63,87,100,100,90,75,73,51,67,25,67,23.33,"1"
20.92,30,38,51,69,76,100,100,87,80,66,54,50,27,41,23.01,"1"
43,80,41,100,80,93,64,51,32,17,14.87,3,50,12,100,7.29,"2"
1,84,14.73,69,72,41,94,3,11,6.04,4,45,13,91,100,100,"5"
29.3,60,39,49,100,78,57,100,10,68,88,58,80,20,11,20.6,"9"
28,83,66,100,100,86,81,60,94,43,96,18,54,4.23,17.31,2,"3"
32,100,23,90,12.18,46,57,28,100,35,75,80,46,45,22,42.43,"4"
81,100,47,96,14,62,6,22,53,6.25,100,19,46,34,10.71,12,"6"
15.41,92,38,100,80,86,66,44,60,4.31,45,4,53,31,100,29,"7"
5,70,8,20,49,7.3,93,18,100,65,67,100,20,97,11.88,57,"0"
15.11,88,40,100,68,82,56,40,39,15.7,29,27,58,44,100,56,"7"
66,98,24,78,10.37,35,24,8.89,74,20,100,61,79,100,29,92,"0"
65,94,23,100,25,67,74,75,74,50,100,15,58,9.68,15.27,14,"9"
13,82,44,100,51,72,30,44,7.93,20,7,7,55,6,100,5.87,"2"
24.67,83,32,100,67,93,52,59,26,29,18,5,60,2.22,100,3,"2"
56,95,42,62,38,17,27.4,11.19,27,38,64,69,100,100,53,94,"8"
100,100,57,97,26,73,2,44,9.89,12,37,14.13,58,25,15,31,"6"
89,76,40,100,9,61,100,29,91,20.26,33.08,25,64,63,91,100,"8"
42,97,6,74,100,80,40,100,40.46,84,82,66,57,32,12,23.38,"9"
97,94,61,100,28,77,67,71,100,47,86,8,43,7.21,23.57,12,"5"
13.24,92,46,100,90,89,52,67,89,44,100,16,53,4,3,3.52,"3"
16.6,60,17,92,25,100,29,63,34,26,15,6.28,55,3,100,5,"1"
49,100,95,93,83,52,47,21,11.64,6,5,28,54,20,100,10.54,"2"
